SeqId,BubbleSortNComp,BubbleSortTns,InsertionSortNComp,InsertionSortTns,MergeSortNComp,MergeSortTns,QuickSortNComp,QuickSortTns,QuickSortRandomNComp,QuickSortRandomTns,HeapSortNComp,HeapSortTns,
seq_200_17,19900,307300,10319,99700,479092,96000,274770,41600,272658,110100,2452,59600,
seq_200_18,19900,334100,9936,121000,482262,108700,276715,45200,274453,43200,2462,61000,
seq_200_19,19900,418200,9431,111000,485420,173100,278414,41100,276463,49000,2451,53300,
seq_200_20,19900,343800,9929,107100,488592,105500,280166,37800,278178,40400,2464,55100,
seq_200_21,19900,369700,10277,110100,491744,93400,281874,37100,280198,43100,2461,51800,
seq_200_22,19900,319600,9774,111500,494898,98200,283638,38600,282006,42200,2460,59200,
seq_200_23,19900,331300,9836,112000,498062,110300,285483,41000,283761,41800,2476,59100,
seq_200_24,19900,293200,9989,196600,501236,102200,287353,43500,285673,44600,2440,61400,
seq_200_25,19900,369200,9680,104300,504420,108900,289141,38800,287528,43300,2455,51800,
seq_200_26,19900,278900,10241,101400,507586,85900,290878,36900,289270,38100,2434,52300,
seq_200_27,19900,453000,9391,101800,510760,100300,292748,36900,291084,39100,2446,51500,
seq_200_28,19900,374900,10116,116000,513944,118900,294789,43200,292915,43200,2478,63700,
seq_200_29,19900,324900,9732,108300,517116,97600,296419,40800,294705,43500,2454,60800,
seq_200_30,19900,283800,10306,79400,520304,68800,298146,27300,296782,30100,2456,37500,
seq_200_31,19900,290500,11128,105000,523474,105600,299846,38300,298443,39600,2440,56900,
seq_200_32,19900,311200,10030,101600,526640,88100,301564,45600,300265,48500,2428,66500,
seq_200_33,19900,316600,10126,113100,529798,100700,303535,39900,302244,39500,2450,55900,
seq_200_34,19900,385500,10434,112100,532924,93000,305426,37200,304080,39800,2428,50400,
seq_200_35,19900,364900,10496,112500,536076,92600,307159,33700,305802,39100,2450,50600,
seq_200_36,19900,303100,10157,108700,539268,100800,308916,35200,307493,36600,2455,51700,
seq_200_37,19900,333700,9593,111800,542418,97500,310759,35800,309535,41900,2438,56900,
seq_200_38,19900,302800,9247,128500,545548,122200,312719,35200,311399,42400,2471,60600,
seq_200_39,19900,758200,10766,1400100,548732,101300,315052,43500,313056,39200,2441,61800,
seq_200_40,19900,1434200,10794,441300,551892,98300,316972,39000,314653,46500,2433,54600,
seq_200_41,19900,538600,10572,118700,555068,111300,318615,34600,316355,39300,2464,56600,
seq_200_42,19900,287400,9899,115000,558238,139800,320651,44000,318141,47200,2447,72400,
seq_200_43,19900,314900,9660,108300,561430,108600,322322,35800,319814,36700,2459,49600,
seq_200_44,19900,300000,9748,106400,564602,105400,324078,38200,321607,43100,2450,60100,
seq_200_45,19900,324800,9756,105600,567768,93800,325744,24100,323348,27700,2477,49500,
seq_200_46,19900,339100,10501,104700,570910,111800,327847,41000,325185,40500,2459,56800,
seq_200_47,19900,306000,9707,95300,574022,88400,329693,33900,326929,37700,2463,56900,
seq_200_48,19900,279700,10551,102500,577192,94000,331431,29400,328861,41100,2453,58000,
seq_200_49,19900,318500,9446,106000,580376,97100,333561,39700,330582,40300,2453,60400,
seq_200_50,19900,337800,10264,131000,583542,97000,335412,37300,332274,41000,2464,53000,
seq_200_51,19900,393600,10021,107600,586706,125000,337235,32400,333957,40100,2442,231200,
seq_200_52,19900,320800,10341,125500,589878,97100,339299,38700,335793,40100,2443,58700,
seq_200_53,19900,310900,9595,114800,593066,95400,341030,37100,337645,39700,2445,59700,
seq_200_54,19900,330200,10666,129100,596226,98900,342911,39100,339373,42700,2449,61000,
seq_200_55,19900,320500,9583,115400,599374,104000,344705,39100,341277,48900,2466,61400,
seq_200_56,19900,295600,9846,107900,602544,100300,346520,37500,343067,41700,2440,57600,
seq_200_57,19900,364000,8962,111800,605698,105300,348559,37300,344862,34600,2469,51000,
seq_200_58,19900,318500,10427,108700,608834,95400,350325,34700,346821,43400,2463,50500,
seq_200_59,19900,355200,10036,107900,612000,97500,352023,32900,348685,39500,2484,51000,
seq_200_60,19900,353200,9974,134500,615164,96000,353873,39000,350417,40000,2434,50400,
seq_200_61,19900,362300,9559,102500,618342,114600,355598,35500,352255,39000,2460,51500,
seq_200_62,19900,372000,9855,106100,621490,91000,357719,38000,354329,43100,2451,49600,
seq_200_63,19900,349700,9976,106800,624632,90900,359471,33300,356184,41100,2448,58100,
seq_200_64,19900,340200,10421,123000,627790,103500,361254,40800,357999,40700,2445,64200,
seq_200_65,19900,335100,9953,116300,630958,102800,363124,40800,359981,42200,2461,62000,
seq_200_66,19900,338400,10404,123400,634134,108800,365106,46200,361797,42800,2450,62800,
seq_200_67,19900,340000,10232,107000,637274,97700,367048,42700,363807,47200,2453,62100,
seq_200_68,19900,332100,9485,117300,640462,94500,368787,44000,365731,46200,2454,55300,
seq_200_69,19900,329300,10235,279700,643660,108300,370644,44500,367618,46800,2448,65600,
seq_200_70,19900,339400,10349,119200,646822,97200,372354,32200,369521,38100,2464,158700,
seq_200_71,19900,293200,10929,115300,649978,93800,374223,39300,371302,41700,2437,56300,
seq_200_72,19900,302100,9498,101500,653134,95600,375984,39500,373306,44200,2463,56400,
seq_200_73,19900,317500,10152,107900,656284,92600,377891,40400,375239,43100,2454,56700,
seq_200_74,19900,278400,9514,105800,659450,106900,379652,41600,376995,41100,2464,58400,
seq_200_75,19900,253400,9104,54300,662622,261800,381524,39600,378876,38100,2444,54000,
seq_200_76,19900,288100,9575,92000,665778,92000,383187,35000,380695,39600,2473,57500,
seq_200_77,19900,371500,10298,114200,668950,101500,384934,37100,382465,41100,2452,51700,
seq_200_78,19900,374400,10218,110000,672112,4593300,386878,46800,384160,39800,2464,57300,
seq_200_79,19900,372400,10638,141700,675298,122800,388626,34300,386068,80600,2416,53900,
seq_200_80,19900,2178000,10957,144400,678476,89000,390453,38100,387767,41900,2446,57300,
seq_200_81,19900,347600,9519,104700,681658,95700,392481,46500,389634,43400,2443,61100,
seq_200_82,19900,304000,10296,105500,684828,98300,394325,115200,391273,41800,2456,59600,
seq_200_83,19900,305600,11008,117900,687986,110100,396096,64100,393129,42900,2456,59000,
seq_200_84,19900,315700,10289,111800,691140,99500,397951,65200,394995,57900,2472,62300,
seq_200_85,19900,350700,10373,116500,694290,103900,399835,37800,396621,39100,2467,68800,
seq_200_86,19900,351500,10353,126100,697456,95300,402136,41500,398221,40000,2442,62100,
seq_200_87,19900,351900,10089,103000,700638,116900,404040,32900,399939,36100,2456,55400,
seq_200_88,19900,319200,9292,98600,703800,97200,405737,29400,401612,36200,2452,47300,
seq_200_89,19900,309000,9969,105500,706968,93100,407456,33100,403734,43600,2448,56200,
seq_200_90,19900,306700,9991,106400,710110,116000,409308,33400,405505,36700,2440,56700,
seq_200_91,19900,302100,9868,90600,713272,91600,411239,31900,407361,38800,2464,49100,
seq_200_92,19900,312200,10262,415600,716420,106800,413141,30100,409261,32700,2435,54100,
seq_200_93,19900,1046900,9649,106800,719584,114300,414780,34700,411005,42900,2477,2780300,
seq_200_94,19900,349800,9327,105000,722754,112000,416550,36200,412735,39800,2447,100900,
seq_200_95,19900,309000,9913,81000,725924,84300,418364,28800,414507,32600,2457,46200,
seq_200_96,19900,325700,10388,115600,729082,96900,420074,32700,416373,43600,2470,57200,
seq_200_97,19900,324300,10250,167900,732250,507800,421800,35300,418083,39800,2444,1390100,
seq_200_98,19900,315100,9985,116600,735420,97100,423599,37100,419834,39300,2454,58400,
seq_200_99,19900,320700,10288,119900,738564,93900,425414,34300,421664,43000,2464,59600,
seq_250_0,31125,428300,14924,157800,742694,121000,428158,48700,424015,47900,3217,72700,
seq_250_1,31125,469800,15947,295500,746784,203600,430772,45200,426176,45600,3220,70800,
seq_250_2,31125,467400,16520,158700,750912,143800,433022,39800,428329,45900,3229,72800,
seq_250_3,31125,497500,15021,143300,755040,97200,435279,36500,430472,42800,3223,60700,
seq_250_4,31125,434400,17039,162600,759142,189600,437652,40000,432879,46300,3215,68400,
seq_250_5,31125,652300,14451,143500,763254,117400,439908,43200,435388,47800,3229,101200,
seq_250_6,31125,515600,14771,180200,767358,128200,442138,44100,437733,53900,3194,77600,
seq_250_7,31125,513900,16198,185700,771488,128100,444757,51600,440245,55000,3211,76500,
seq_250_8,31125,594700,16149,146200,775598,118600,447139,38500,442517,45500,3228,66800,
seq_250_9,31125,558900,16030,152000,779672,109800,449426,44900,444760,53600,3199,73200,
seq_250_10,31125,406100,15168,89300,783794,89300,451788,30100,447174,36100,3233,47500,
seq_250_11,31125,494400,17074,189500,787888,116100,454262,47600,449374,48300,3201,156100,
seq_250_12,31125,547900,15135,149800,791994,127700,456428,43000,451615,52800,3225,77200,
seq_250_13,31125,501600,15942,191800,796112,187100,458711,44900,453965,50100,3193,79500,
seq_250_14,31125,511900,16087,210900,800230,124600,461086,43100,456402,56700,3237,77000,
seq_250_15,31125,488100,15111,174800,804310,118700,463601,49300,458595,50600,3202,100100,
seq_250_16,31125,504200,15708,191300,808400,131100,465791,515300,461147,65500,3211,83500,
seq_250_17,31125,507600,15482,177400,812520,124600,468381,46800,463385,50500,3201,84600,
seq_250_18,31125,533100,17325,157200,816636,128800,470851,44400,465970,53300,3216,75000,
seq_250_19,31125,530200,17131,190000,820730,114000,473700,44900,468458,45900,3219,208600,
seq_250_20,31125,476700,15179,137900,824850,139500,476039,43200,470970,63200,3219,73800,
seq_250_21,31125,640500,15727,158100,828958,113200,478547,53600,473219,51500,3208,73700,
seq_250_22,31125,853000,15598,201600,833092,748600,480915,43900,475557,50500,3228,70200,
seq_250_23,31125,551700,16817,176400,837226,120800,483207,43800,477900,47800,3188,69200,
seq_250_24,31125,482100,15796,170400,841350,116200,485637,43200,480341,63100,3219,119500,
seq_250_25,31125,1145700,14606,183300,845470,115000,488123,44000,482598,46600,3218,60900,
seq_250_26,31125,384300,16766,99000,849570,84700,490614,27500,485032,34600,3211,40100,
seq_250_27,31125,489900,14520,157900,853684,124800,493037,44400,487310,46700,3231,61000,
seq_250_28,31125,557500,15883,172700,857762,113200,495341,39800,489473,47900,3189,55100,
seq_250_29,31125,453200,14982,131600,861856,8249700,497622,43400,491745,47800,3226,59600,
seq_250_30,31125,521800,16104,195400,865978,129900,500039,45100,494049,53100,3201,67900,
seq_250_31,31125,500900,16068,190500,870110,102100,502448,41800,496203,52300,3213,68900,
seq_250_32,31125,332100,17049,102400,874214,59500,504727,29800,498738,37500,3237,41000,
seq_250_33,31125,325600,15203,89400,878324,55600,506935,28200,501223,35900,3219,40600,
seq_250_34,31125,379400,16390,97000,882410,54100,509231,27700,503698,33900,3209,40300,
seq_250_35,31125,483000,15147,137800,886500,122800,511859,47400,505960,51200,3188,56000,
seq_250_36,31125,515600,15025,154300,890570,123900,514278,45400,508246,50400,3215,75500,
seq_250_37,31125,506100,15586,164700,894680,114800,516674,44200,510448,47600,3221,60500,
seq_250_38,31125,359300,16424,137300,898800,86100,519144,30400,513150,45600,3234,46000,
seq_250_39,31125,518900,14964,153400,902910,120400,521542,48800,515769,51200,3207,63700,
seq_250_40,31125,497000,15514,159300,907024,108800,523796,39600,518284,54600,3199,68800,
seq_250_41,31125,602200,15826,197100,911142,104600,526006,38500,520891,52900,3225,65400,
seq_250_42,31125,538700,17167,218800,915262,82100,528227,44800,523319,51800,3197,65300,
seq_250_43,31125,624800,15869,2354400,919360,106500,530441,43300,525463,50000,3212,59100,
seq_250_44,31125,351300,14079,97300,923454,57200,532782,29500,527831,49200,3216,41700,
seq_250_45,31125,407300,15787,131100,927568,103700,535241,47100,530231,39200,3209,42800,
seq_250_46,31125,348300,16184,100800,931668,59200,537635,33300,532616,32600,3213,56800,
seq_250_47,31125,439300,15825,177600,935736,90600,539891,39800,534821,49900,3223,57500,
seq_250_48,31125,593100,15599,172800,939828,89100,542804,49800,537525,53300,3214,58900,
seq_250_49,31125,510400,15923,185900,943918,89400,545601,51700,539968,52300,3247,71100,
seq_250_50,31125,526900,16429,183600,948052,84400,547875,43900,542192,50500,3202,75200,
seq_250_51,31125,533300,15849,195000,952158,88900,550165,43200,544557,54200,3222,64400,
seq_250_52,31125,586600,16328,164800,956236,90300,552492,42200,546788,48800,3206,64200,
seq_250_53,31125,550700,15973,184300,960362,94300,554899,43800,549500,53900,3187,64800,
seq_250_54,31125,512500,16417,194900,964452,104800,557450,43400,551759,54200,3222,40600,
seq_250_55,31125,505800,15067,157400,968556,120300,559911,47500,554021,49100,3235,62900,
seq_250_56,31125,460000,15182,89300,972634,79700,562255,29100,556553,34800,3231,41000,
seq_250_57,31125,362100,16378,112900,976744,89600,564406,27600,558862,50700,3233,54800,
seq_250_58,31125,374500,15602,93100,980852,171500,566851,40100,561341,45000,3221,68500,
seq_250_59,31125,363300,15215,90500,984954,82000,569265,28900,563917,37800,3238,41200,
seq_250_60,31125,545700,15909,159100,989068,95200,571470,43500,566214,47700,3224,75100,
seq_250_61,31125,527000,13596,170100,993182,90200,573832,50400,568421,54700,3249,66300,
seq_250_62,31125,538100,15731,203200,997276,102100,576263,53500,570940,45400,3209,61400,
seq_250_63,31125,543600,15694,175700,1001400,95600,578505,44000,573167,47200,3194,60200,
seq_250_64,31125,518600,15962,178900,1005500,96900,580806,45100,575771,56100,3207,67300,
seq_250_65,31125,382900,16780,112500,1009602,58200,583411,29700,578085,33300,3203,40400,
seq_250_66,31125,588100,15743,220500,1013720,116200,585872,41700,580482,57000,3224,69200,
seq_250_67,31125,384200,16127,102100,1017842,60800,588205,29000,582702,41000,3214,41600,
seq_250_68,31125,362400,16852,100100,1021944,58600,590413,27200,585135,33700,3207,44600,
seq_250_69,31125,368000,16045,95400,1026022,57200,592894,28200,587499,33200,3217,39700,
seq_250_70,31125,556800,16056,176800,1030130,58100,595240,36800,590228,51600,3238,59600,
seq_250_71,31125,493100,14860,144900,1034232,73900,597707,40600,592540,42400,3234,54300,
seq_250_72,31125,374400,16265,98100,1038358,61700,600448,30900,594756,34600,3210,41700,
seq_250_73,31125,362200,15588,108200,1042442,56600,602782,29600,597079,35100,3214,40500,
seq_250_74,31125,338600,15819,93500,1046538,53400,605061,28600,599390,33700,3217,41000,
seq_250_75,31125,305300,16477,97200,1050642,54200,607308,26700,601722,32800,3199,39400,
seq_250_76,31125,637700,16331,191600,1054736,92100,609928,50900,604551,58200,3208,66200,
seq_250_77,31125,545500,16061,188400,1058840,92100,612313,46100,606841,53100,3236,66300,
seq_250_78,31125,581100,15599,194200,1062972,91100,614613,40000,609462,35500,3226,40100,
seq_250_79,31125,322200,16772,101000,1067080,60000,616989,29000,611674,33200,3235,40600,
seq_250_80,31125,336200,15875,92300,1071200,55400,619390,27100,614311,33900,3222,40200,
seq_250_81,31125,318100,16072,96700,1075298,54200,621674,28900,616701,32900,3216,40600,
seq_250_82,31125,357400,15409,90900,1079426,71000,624227,29500,619092,34700,3228,40800,
seq_250_83,31125,324000,15716,92600,1083504,56200,626468,28100,621317,33900,3234,40400,
seq_250_84,31125,345300,16420,110100,1087622,68000,629012,29200,623654,36200,3202,40400,
seq_250_85,31125,373200,15664,91700,1091714,58600,631351,27900,626390,36000,3195,39400,
seq_250_86,31125,434200,17119,108100,1095784,56300,633560,27600,628722,34500,3194,43100,
seq_250_87,31125,384200,16857,102700,1099888,58900,636037,28900,631003,35700,3208,42600,
seq_250_88,31125,393700,14831,87000,1104000,56200,638206,27300,633167,34600,3232,40900,
seq_250_89,31125,362900,16000,93200,1108082,54800,640469,28800,636044,36200,3191,48100,
seq_250_90,31125,463400,14617,143600,1112200,87100,642751,44700,638406,53100,3184,54900,
seq_250_91,31125,518700,15565,167800,1116304,97900,644992,42600,640658,51700,3211,57400,
seq_250_92,31125,363600,14712,86300,1120426,56600,647634,29300,642958,34500,3237,40900,
seq_250_93,31125,361100,16231,140000,1124512,55700,650465,35200,645406,36300,3208,40200,
seq_250_94,31125,328200,15776,93300,1128582,77500,652875,31200,647746,34100,3236,40200,
seq_250_95,31125,386300,15715,92100,1132702,54500,655260,30100,649959,33500,3217,40700,
seq_250_96,31125,378500,15250,89000,1136810,54500,657564,28100,652619,35800,3210,40000,
seq_250_97,31125,538600,16233,178000,1140912,96100,659837,44500,654781,48800,3217,64100,
seq_250_98,31125,550900,15274,164400,1145012,93600,662247,55100,657411,65300,3215,62100,
seq_250_99,31125,551800,16087,157600,1149104,87900,664476,37900,659697,48700,3225,63500,
seq_300_0,44850,742700,22029,231300,1154204,104800,667871,51700,662753,61000,4014,74500,
seq_300_1,44850,701500,21440,146800,1159284,71200,671297,38200,665869,41800,4035,49500,
seq_300_2,44850,515100,22105,128500,1164376,70200,674215,37600,668683,40000,3996,49500,
seq_300_3,44850,509500,22959,134800,1169484,73700,677192,37600,671723,45700,4013,50600,
seq_300_4,44850,513800,22475,182100,1174574,72600,680367,38100,674986,44400,4044,51400,
seq_300_5,44850,768000,22102,256200,1179682,115200,683457,54400,677787,58700,4028,72000,
seq_300_6,44850,677800,22252,224100,1184720,107500,686402,62300,680582,73000,4018,88000,
seq_300_7,44850,766300,23552,254500,1189784,102500,689504,59400,683675,58000,4012,63400,
seq_300_8,44850,818000,22733,237800,1194850,109800,692416,50000,686640,64700,4016,66800,
seq_300_9,44850,755000,22281,281100,1199938,117000,695119,56500,689809,68700,4041,79700,
seq_300_10,44850,736000,23128,247400,1205054,102800,697930,50600,692861,62700,4021,70800,
seq_300_11,44850,717100,21696,204200,1210102,127200,700984,66300,695807,57400,4056,68300,
seq_300_12,44850,778900,22457,263500,1215190,114100,704052,59500,698688,62900,4028,81600,
seq_300_13,44850,770800,22749,131500,1220312,84300,706953,36700,701811,42300,4010,49400,
seq_300_14,44850,512500,22859,133100,1225414,69000,709973,34800,705009,45400,4054,49200,
seq_300_15,44850,527700,22209,129800,1230536,67800,712747,35100,707989,43500,4046,49400,
seq_300_16,44850,575000,22369,130100,1235638,84200,715812,36700,711258,40600,4023,49400,
seq_300_17,44850,742900,22324,226600,1240758,102200,718703,53300,714175,62600,4025,69000,
seq_300_18,44850,825100,22751,235200,1245870,113300,721710,53300,717329,64800,4006,66500,
seq_300_19,44850,841100,22614,284000,1250932,104700,724906,52200,720402,64400,4026,66600,
seq_300_20,44850,854500,23119,243900,1255994,103400,728049,50800,723316,61200,4039,66800,
seq_300_21,44850,682900,20718,200200,1261070,93800,731322,51100,726181,56100,4040,74800,
seq_300_22,44850,719900,22949,246000,1266178,112200,734150,55100,728971,63400,3995,77800,
seq_300_23,44850,740200,22524,255300,1271242,125200,737088,55200,732000,63300,4032,77500,
seq_300_24,44850,781600,23393,250300,1276318,106400,739998,120300,735136,65200,4008,67600,
seq_300_25,44850,882600,22503,233300,1281394,101500,742676,48800,738214,60600,4040,69000,
seq_300_26,44850,743000,23281,253300,1286522,109100,745541,55100,741441,66000,4008,72900,
